screen_name,tweets
xtinybit,11
BriGeretsadk,210
ezghieru,7
bikiltsimna,2
HaymiKalayu,52
RahelRa4,99
tigrai_will_,11
TesfayeAwala21,4
hayle_yohanes,1
HelenDawitg1,123
Tesfatsion,2
SOLYANA44222013,2
hailu_nigestie,45
BrhaneWeldemar6,47
FanaGirma1,2
AbiA16072878,46
Kedam_M,1
BrhaneNegasi5,118
MuluAbraha8,4
selam_abraham_,5
ElizabethKalayu,20
Kiya42359400,90
Official_junta,7
Nasir_Nasiir,1
zufanGrmay8,110
MerhawitGreat,216
Tekahaile10,5
YehaDeamat,46
MarieAnn4One,6
Brhantigraweyti,103
AsaduRaya,46
TekelemrayamG,83
GualTigray75,18
SJunta11,8
Naomie79053171,25
2016window,8
amugaltgray,12
OkichaJnr,1
Lettinat1,7
Goytom201104,3
BRedaei,1
TirhasGb,1
ZMiki21,5
axum_mite,10
Kahssay8,11
Janojan72434891,7
bGlK7MDGBYoJNGU,10
GShifare,21
MulerTdesta,22
Zebib73362327,573
gg_samri,1
Moges97519409,1
KebaboTigray1,24
e1rJSZhordVcjW4,2
selamwt,1
CheesmanAtsede,3
KibatTigraweyti,9
Tigraweti4,11
OmnaTigray,7
nuguse_tesfay,2
Teklu14_G,1
selam_lekulu,2
InvincibleLand,1
FitwiDesta,10
scliwkdLTdbO2g6,1
abiy17111659,3
DulaAdem2015,3
TsehayHaile4,2
GebreyowhansH,26
Emun_John,1
daniel_kahssay,29
merigrmay1,326
Sanyiikoo_Oromo,2
SamriGaltigray,42
HntsaalemAlem,51
birhansum,12
GolaMerhawit,1
Azeb06100830,146
Ade89889650,2
GualAxum2,58
BerhaneKahsay7,3
Ayera46491427,20
amanbizen,5
BarkotGirmay,9
GaudinoSergio1,1
Abebe09321168,104
EzekielYerga,325
Samu2777,1
SelinaTgraweyt1,3
Selam610184062,21
Romha12,27
Romi_000_,1
TadeseRobi,2
Denait20,1
MahiG27279539,37
TigrayCantWait_,9
Saba36015941,1
SeidIbr85669342,2
Ammanit21,3
leah_a_w_,1
yoyoteklu,4
SabaSabawitAks1,1
zeweldemaryam,4
3Teklit,240
RTigraweyti,2
yordalove,3
akbigebre,91
RRemets,17
YohansSamson,2
Tigrawa97517628,84
kahsay_mearg,80
Asbbwg3,4
tigray_yo,7
truthprevails41,24
GurudzeR,1
MulubrhanKahss1,16
MekoTed,6
tedrosamanuel4,6
Burukey1,3
BeriBenny,4
Akihaftu3,5
B5jXR8g6JDmBdLc,127
LilayFilmawit,126
simhal2020,6
WeggiY,5
MankmeTsefay,130
LwamGebremaria2,7
BelluTigraweyti,11
hagos_ghirmay,1
Tesfaye12850847,6
STesfaGaber1,46
Yohanayemane09,3
Segen62844712,59
Mfor_Muller,1
ChefMuller222,10
FWoldetensae,1
hgk2012,99
MebiTdf,204
tsegaye_aster,3
GebremeskelSela,1
TAHAWIH1,11
EngHayan,1
Hiwitigraweti,23
DianaMichale,4
Wedimekelle12,5
Salah_Barich,1
maiykadera,4
HailekirosGidey,39
Aster58252607,1
Gu0BT9go3UFkBcZ,16
AbrhaWezef,6
GebrihetHg,501
Markie59225748,3
FreweiniSolomo3,2
jaal_roba,1
AbrahaAlemayehu,10
AzbeKidan,64
TeweldeAlema,2
Tseday,3
SemirRaja7,2
MENTSEGEBAGEBR3,9
gal_ato,319
Selam69306034,1
Azeb83368767,14
AYohanss,8
TsehayeHagos8,5
567_megbey,14
SyumHadush,1
netsi_tigray,24
Hrit86785254,2
3ADan_11,4
Eng_Lenkit_Axum,3
HiwetHiwet16,9
happydave9,2
SamiSOF12,6
Sarh55418662,3
VTMuslims,1
YtbarekA11,8
Timnit99470594,3
Eri_PrisonState,3
TomMeb11,1
Tsega77o77,1
AskualK,1
BrhanYbrah,2
oromoseed,1
Sesenbahita,1
ElsaTigrayna,1
AsmeDesta,22
Tigray47599256,7
AtsTami,77
SemsemA70970307,9
abiewerk,72
Senait53928164,6
haftom,21
WainnieT,1
axumweit,33
Romhai_H,408
KidusAbeba,2
kedawit3,131
SolomonTewolde7,38
GebruSerkalem,3
AhmadNabii1,2
f_halefom,3
Selam52819189,1
AdwaTigray,1
ALEM1212121,2
DanielHagosTWI,5
Estifan83228987,5
BrhaneYamane,5
AdowaLattai,2
ygebrekiros_,11
Meronmeronbele1,2
birhaneTigraway,1
MeriTigray3,3
ciro_eng,1
WediAgame5,5
BETELHE22252392,1
Poptions5,2
hailesh19,4
mille25072049,16
Gebruhagos5,13
Gebre1106,3
Lsanjunta,10
FifitiPelomina,316
miketigraway,23
Freybka,1
LucasRahel,2
GirmayX,16
DanielAwet14,15
danielsiele11,3
abelaanaa,6
slassian___,82
TigrayT26018389,1
haderaw5,5
Eden551446192,1
TigrayTiewet2,14
Engeda15,1
KirossRedae,18
kidu43363961,9
TadesseSis,1
Trvlgrl2014,2
Tigrayadiseb,53
Tigray_Adey1,111
Haftom28860993,58
selamGalTgray5,3
GgSesen,1
EbrahimHabeshi,114
2010ySas,8
HTreke,1
Hagosweldehans,134
Tigraweyti1233,35
GGereye,9
blen_eyasu,2
FissehaDalul,20
Almee1227,5
TirhasBerhee,3
ijwH2fkKevRN46U,21
BrtawitGa,12
GebrysesMeraf,4
Danielog111,10
gebre_krstos,124
AlemAle46487641,1
Tigray90755133,35
TigrayGenocide7,3
MedaLeake,8
Bolom39532273,3
TigayAdey1,1
HaragGebremedh1,114
Mizan09255197,3
TitiGalTigray6,1
sara0120EC,11
EngedaHailu4,7
weldayfseha,45
rEKt5gyihnbR731,18
gebrmsekel,4
GalHawza,9
GidayKindeya,6
BrhaneHaile18,22
rimeyTigrai,1
nigussie_teka,1
GalTgra16944881,1
AwetTigrayna,1
FasilAbebe2,2
zuheri28,1
Brhan02526067,8
abbyG75680324,2
edkahs,3
Tigraysebalewa,118
ttsgabu5,2
GebreKidane3,12
BereketMeshesh1,1
KvG7Giuu1P22KZm,7
TigrayBethel,3
tewolde_aster,1
elsatigray3,3
TTenega,22
Tigist85,66
TeumMesi,5
Tsi123445,3
pierregriffin12,3
FasikaGebru,1
kvy94700433,2
HaftayBemnet,6
Denait15,10
Bemnet1976,1
Tgraweyt1,1
Leti03980610,5
hadushGebrekir3,2
AkladMairi,18
15Gebey,1
Nahom011,35
BerihuK2,4
haftomgg83,14
FethanegestT,9
HD_____67,2
YemaneW1,4
KebiKibrom,1
Ge1Solomon,8
Nahom84909754,3
wintaGebru6,4
Ashu55590464,2
MeloTade,62
AzebA11,25
mihosatongs,1
assefaw544,1
TDF64979857,5
HxFx98509325,2
Ephremjunta,54
MieriTigray,5
AregayEyosiyas,1
Yonatan_l21,1
asfaw_nebiyu,2
MnchSak,1
Almaz59813164,2
MGremay,12
Tigrawyti_,10
GolTsega,15
Jenet24737504,1
1_yeha,4
ArsemaGideytg,2
DanielT82056187,11
Genet11971025,25
tigray_prevails,10
Marnjam1,1
g_zefan,8
EsayasGebreyes1,1
solomongebresi1,4
Bana53600061,1
AdrienWolf13,1
SolomonAdane16,5
Almi97844688,1
supafawn,1
SaraEyob,12
Tigray34861358,41
UqubB,3
GSamiel,1
sarigualweyenti,161
EthiopiaResili1,19
IStandWithTig,45
Babemhretu09,30
desta_abrha,2
BeleteBehailu,2
WNebsey,2
SelamGYi,1
KidaneRobel4,1
setitigray,4
Degolpapa,1
worronocho,1
babur1112131415,1
stopwarTigray,52
mizanework,3
HzhxShddh,1
tamratkahsay,10
hawelti5,1
EritreaTweet,1
TigrayanJ,2
Alemu13Alemu,1
gebhiwot14,8
Nayna51510967,1
GeniHagos,8
gal_hamer,7
CalvinBrooks22,46
GdUsh46267213,4
AdonayFkr,19
tegraywelela,24
Sara83976299,4
WoinyTse,1
Axumawit24,22
reda_teklay,8
sapphicpanic247,1
HareyaHiwot,4
Nnanyelugo2021,1
Taibikiros,2
amiKedir4,1
KLBM22146718,1
letebrahan7,1
MekTigray,1
AAOdds_Eritrea,1
Nahom179,1
NohVera,11
EyezFreedom,42
bethargg,2
John75424114,8
TDanuuu,1
tigistAA,3
ASHO30259075,2
hiwetawit,2
HagosH9,12
Kidusaf,1
Nardos43106681,2
Judicio88716056,1
Harone159474342,1
AregawiRedda,2
kidaneYitbarek,2
Kia71121186,2
YonasGebreyes10,3
Caynawi123,1
U80Pi3rC6ND9DRi,5
SabaaOromo1,1
get_4truth,1
Habtu27,10
Markos7Markos,74
Freweni_Ha,100
MaidotHaile,14
WorkuTirhas,74
peterbelayneh,182
Gul_Bezate,7
HTukmachi,30
Tsrha_Kw,4
Tigray20953594,3
KokebTigray,22
ezzabdelma,1
ashutigrawy,6
GirmayDaniel5,7
Rem46731674,1
MedikoSalvatore,25
lielti_baraki,9
SYisfen,13
Masho_2022,136
TsegaWol,1
BerektiGebrets1,13
GualMedhinBerhe,6
SelamSe37269157,58
tigray8901,3
YonasFrena,7
A2deyTigray,3
selam_teferi,1
Mulu07684623,1
KebedeBirikty,1
WizWinta,4
EdenBerhe7,162
Bezeray,11
xhabeshaqueen,1
aman_tigray,3
BrhaneKidanema3,1
HaileGebrewahid,1
kibrom_tigray,9
tigraylover,2
Selam13744745,27
HulufHuluf,1
binor_goytom,3
RobJoubert1,1
tsega_f,22
AbaiLily,65
HaftomG_,1
Tabereh1,4
SelamYemane12,6
misrak_aklilu9,269
Gyita24,199
mebratu_senait,3
Alem63586554,5
leul_1,1
Merha06815099,1
Berhane_12,5
BashaDesta,29
abjUniOr_M,1
KaleabAlmeda,1
lidz_lilo,2
JuhedMaryam,11
hagos89791745,2
3XXJoWjmWL4G6tR,2
TsionTsilal21,5
YehaMedia,2
rose021986,42
HaftuTsiyon,3
EndriasEnd,1
EyobKidane19,7
Burberrygirlj,3
SecondLine18,12
rayetay1,1
TsigeTsehaye7,19
AbebeHailemar10,1
Hena52576373,3
LillyKahsay,12
LYilikal,51
tigray_shikor1,14
WediBre70,174
BaGebrekidan,16
Gal_Hamatey,5
LulaBerhe3,35
kibramebrahtu,3
Haregeweyni1,7
HahuL07,8
Yeabsera13579,1
armanaeyom,1
AbrehetTigray1,1
Selam_tigraywil,11
GeTagry,1
samiLov01045544,113
feven_tekle5,17
hkidanemariam1,3
habenkiros3,9
Wayt87590516,11
BrktiGedye,21
AmbachewAsgedo4,6
kichngeremedhin,5
RgbeAregawi1,43
EmebetAmare1,3
kaleabhaile8,13
FilmonWeldu2,1
Haben_Azeb3,36
Tigray63984809,2
Wahid71968048,8
GoytaMidreBahri,2
MTesfay1,1
Rohmai77,7
GGebreigziabher,5
semhaltig1,1
Mikal229180511,11
GomidaTigray,2
haftommaru,27
MasharadaSolo,61
Jasper30464784,1
Hida07288676,1
OI1LnOY3iWbQlWT,4
Mileatiii,1
mesebnat,5
SelamForPeace,2
FTigrai,1
Betty_AG_,1
ArsuLast,1
Gebrekrstos7,1
mare69509315,8
merry_medhin,5
TsigeView,9
DireM71822525,30
NZenawi,1
gigiwediweyane,35
teklay_simret,2
Theodre_S,1
daniel_s_da,1
2RhEDXktnydF5VY,57
wedi_yigzaw,16
Fev_GualTigray,99
AygzaenE,160
BFishaye,2
LeyaBrana,2
Hussein_Kahsay,13
Temesge26427891,1
DocMajette,1
YemaneKelem,4
FreWelemhret,11
HailuSamial,2
ZussSam,3
lielti_t,13
TonyAsefa1,28
SamiHailemariam,4
abrahalay,1
Atsbaha4,8
Selam_Nesa,3
FDebrits,235
Aa18745738,55
GebremedhinWol2,1
RhRigbe,1
Letush59865039,2
FithanegestWel1,2
Azeb_EA,9
FeveFeve3,1
TsegayGerez,8
i_hailu,1
hailewdihaweza,4
selamawee,1
tirgume,5
momof_hml,2
Ouma_Mungai,1
HeIsSteef,8
dimtsiweyane1,1
HiwotTe80658813,1
Addisu01800453,1
NEHAS212,12
LidyaHailu5,25
T2Tesfay,5
Dan_Tigray,6
Kiflom_KB,3
mahdiovich,5
Mongoose_s,10
notrust55,1
SeMefin,2
DawitSeyoum14,7
TigrayNA1926,5
SAMMY50608866,1
TgraweytiGeni,46
TsegayTesfay19,1
CTinsae,1
Filaman22137757,17
saymoneyh,184
wedimuruq,5
aphro__d,2
estherkanduma,1
tji_junta1624,5
Gebreme85702995,6
stark700AD,1
United15948660,12
Tigeray15,1
Saron_galTigray,5
TheFabBlackness,2
SeyoumTe,2
Eliltaassefawu1,1
Soliyan99959460,11
JTjZClIWufeuOz,1
EyobBerhane4,3
Bango89037260,1
SelamTsegay_,5
betelihem_g,204
Ghirmay48853368,1
Eyuel_halefom,15
AAmaney27,3
HouseOfTigray,5
SelamgualAxum,2
sami_maga,2
MelatGebremedh4,2
asefatesfay,10
Gelanageleta1,1
TetemkeHana,1
Yaya16420266,4
tsega113398852,1
Biniamykebede,6
HabenYazeb,1
MellathM,1
oUDyaJqLLdXqNnQ,2
Haneul___,2
hellavols,2
TigrinyaP,6
Selam_zeTigray,1
TigyNegash,2
Ruftana4,2
BrakeTigray,42
homelandtigray,1
MizanMi17725238,26
GirmayAwot,34
Sabaweyti,9
Caleb881800181,1
Siye33441398,105
AmanuelGebru9,1
tesema1219,6
AbrhaXegay,8
Rosa16606412,1
ArayaRufta2,251
abdat1220,22
SeidySeid10,2
Tigrawaynet61,17
KidstYohannes,1
hani_tigray,4
sgtakla,1
Soliyana70,96
Abi48491,88
MehariNegash2,11
abrj4s7nnCqwgPM,17
MILI250408,9
Queeny83465592,1
GheBerhane3,12
GebrekirstosG,1
MulisaSenbeta,1
NikkiD2020,1
GualAxmawit,17
MTeadele,105
MedihnT,8
AxabAxi,4
oladmohamed,1
Marta_Tigray,1
clubvet09,1
GraceHailu,2
HaJI_1520,13
AronWelde,12
SaveAdna,2
SyOM6AeypxFeUM2,2
WeyentiGaltom,9
Berhane33900559,12
mpa_robert,2
TsigeAlemayoh,1
MekelleMesi,13
Hana55598803,2
Hlufey,1
Fortunaka25,7
winiferdstwits,1
Muzit62526461,2
ruks1988,1
nono85910075,1
ich_junta,11
n_negese,33
nargetemben,2
Tig08073704,1
AdeyAgame,129
Abe_196,13
ETgraway,2
asegid19,1
Tesfalem_G112,1
Rgbe78836822,1
HaderaH3,2
WediAbayti,1
Filo40641586,178
H100Jonas,5
Cherry11542501,12
Zeena43325904,1
TIGRAYA29716748,192
Keran0216,4
AsterIsaac,12
lemlem41935566,6
Almaz77190041,1
MTigray4,2
SarahHadis,7
AbbyTarekegne,16
Ermias9,1
Tigraway14myd,1
MussieTesfaye4,22
Haftom02033375,62
Hiwi48734273,1
Jhon20012002,3
GualAlmi,1
Askul23214039,10
YemaneBrhann,2
SelamGmedhin2,18
Gebreselassie_1,4
MezgebuSolomon,2
Yayatgraway,31
LW9Wc4u5uVSrorT,243
NatyYifru,1
Dylanesque10,5
Tesfay67,2
Tigray_forever_,1
MpumeleloLuke,1
FevenTad,1
joni__kt,1
Nte5XzuBYWGv2xG,6
EHailesilase,5
ZRASK1120,1
AkrRenewal,15
Woduloam,18
TumayHanis,1
Seare50919937,13
abadi1_mulu,20
AsgeleF,65
AbaditGebersel1,3
ForGualKidan,1
nattynbg1,9
Gidena16,1
qbBkEyzVcui3vB8,3
Merhawi73519872,2
sara19594071,1
mulbrotha,2
5dQyXPNdT8jHGd8,5
GiGi49604929,82
HailuFana,20
MehariBrhane13,1
VidaPositiva3,4
Nebyat544645142,6
Tedgmariam1,2
TegiayT,3
TesfayG90,1
AtakltiMehari7,1
JTekdy,2
wagwago12,3
hadinetna,1
JjMKw5f6phfarwc,58
GalGebre,4
aberash_ata,15
AngesomBerihu3,75
Tigraybideqa,3
Meaza40990234,1
amanuel_me,7
zewdehagos32,4
tig_shalom,6
Tentawiii,80
DGebrhans,1
sarryG5,1
mussie_feven,1
beki_assefaw,1
samri1212,54
Sam29994517,1
BakarZakeria,1
MussieZewde2,11
AddisuAraya,1
tigrayidp,2
FutureTigrai,9
Kbboy23,4
Mimi06359758,1
Gigi67658361,1
AsterKidan,9
Lomin40,1
gared51875398,16
Danay56987899,1
Lion02470648,1
TsegayGebrema10,4
7UDGnrwibLwcN2E,15
TekuluW,16
tbayissa,1
WeyniMengstu,7
Mehret191,3
G2_hintsa,2
DisasaKenbon,1
MahiTdf,1
Sm59840091,24
Jhon4Abanega,32
HKebray,125
RaAddis,11
Tsehay48264203,5
Feriat12,15
nigistigw,6
Genibelay5,173
Teklay_Zebrhan1,6
BenyaminT_,5
Mesaygeez1,8
SolomonAdonay1,37
TsomGu,46
KafinaNibado,1
Fili23627235,2
TigrayHorizon,2
fkriemnet,34
Metkel_Weyenti,1
HayatM41912592,5
habtgrace,1
Shewit69867832,8
_hermelatt,1
kahsay_niguse,2
Feve75170866,5
fikirte89801674,2
AbebaAbraha6,3
adeytigray31,6
tgrawetiy,29
gual_selu,3
temesgenmulu9,1
kibrom_zebib,1
fantahu33533839,1
Chalifa007,1
tdf_tplf,38
Simon39036397,1
Hiwet98856291,1
Rose85520808,6
hidmona_com,1
MJ0XQ9bIoIrWYHv,1
Jesuswillnever2,11
GeberGuesh,41
Kidist24747863,1
TaemuB,2
ahmedabogn,1
Nahom327614,136
uUKuxw8ff0YrihV,1
Tigray_Forever,7
YemaneHailemar3,3
ruta17838911,1
Yacob92415072,2
Mary48309037,3
GennetGirmay,1
Deffend44407472,10
fanoman,120
Daniel70878734,5
AbudiEsmael,2
Sunshin07739261,2
WKuOFTLjxkga39b,11
liduuuuuuuu,1
Keross91,3
KebuKonjo,8
Yonisha27,137
AsefuAbraha,5
HabenGebrekida2,112
samrawit_hadish,9
yoss55940966,1
nejuneju6,9
MMeilath,1
SLiaul,2
MahletZeAxum,5
Meronhaile25,2
x_qwerty0,1
hena33964619,1
binyam56595436,8
DebalkewTsehay,7
TIGRAYGENOCID15,5
Semina77701663,4
mullerhope1,1
GuwlTigray,11
GebremichaelLu2,2
GualTeklu,1
mus_meressa,2
LiveToD71466257,2
Hngidu,1
IA8nFNtyGeeyYZw,1
YonasGebreyesu5,4
plus251_,1
nurahmed_ali,1
brhane_almaz,4
leteberhan_a,1
Mehretzab,2
berhane_tsegaye,1
tigrewii,1
fesehatsion11,12
gebreab6,1
Nege_jr,4
KirosTsehaye,185
Tarik53992671,5
Abbyaxum,4
KedistArsema,1
AberhamKelay,4
kiduman3,2
EtwiGlila,1
galtigr17658496,91
TigrawayKevi,2
Subagadis2,32
kokob25393824,2
Miki63007083,1
gal_lilie,143
Altiasgede,1
VPmZvfiqB7IBI5e,4
Mlat33679688,3
ataklti_gebree,11
GR7d163dE3wXoLA,222
BanchuKahsay,1
YaredTig,2
Kibrom42866653,6
AbeMes2,1
basha_shambel,1
Astu48002505,1
YonasMHagos3,1
HayelomYemane,1
ariam_kidane,1
BrhanBr97853375,11
sadia_salsabil,1
Michelle_Tigrai,27
Tekeste25090146,1
NomfundoSuch,1
m_kiflom,1
helytigraweyti,65
atkiliti,7
Tlgray2,2
DoCwhkbnnOHzRBc,2
Halefom63905661,5
Hagere_Tigray1,77
mahigaulhumera,105
MujiTigray,1
tsehai12,1
AlemabebeC,15
KidaneBrhane6,16
Abbi72725285,3
soliyan54486862,4
BethCfgw,3
keratnuruye21,13
HelpInnocent,21
tefah_87,3
lSmkrP93v0jqGyi,5
adanechgebrehi2,9
GersatAbrham,40
tedy_ew,2
KiflemariamGeb2,1
Liptonice2308,6
nigusse_berhe,2
Sisqo18949664,36
MichaelFikre1,2
dannnn1990,2
dmeresa1,1
dg_hcd,1
MehariTsdat,3
SamuelTigray,1
selamaw89605725,1
senai_sa,3
MeashoHaile,1
abay_brhane,22
ShashuTigray,22
DagimAl01655854,1
Almaz20152015,31
Efrem41099867,3
Love18871583,1
LemlemTadele,35
KelemMichael,12
Stefangmailcom3,2
Tweeter17177047,3
kante12950319,1
2teblets,1
_SuSolo,1
6OP3Qc13tl2jZUO,11
TigrayPrevailng,6
leakewgerima,1
EnayaJuneid,1
araya_tirhas,2
alemu_tekie,33
Ezana02042816,2
ManogabiTigray,2
AduAdu81039064,177
Thomas45472808,1
MyTegrai,1
Axum54744446,8
tisfah2,4
brkti_hadush,102
Maaro10567571,1
aron_kidanu,1
respectHumanit5,4
HabenGedenana,18
Netsane87071065,3
tekalasit,1
Tigray60469058,1
Rahel04482612,1
LeulAbebeHaile1,1
HizbiTigray,1
Niema2,8
TesfayTsigie,9
WitBezabeh,1
MWeynti,3
MeseluHagos,5
t_tigray,9
Hodye8,1
14Habrom,17
YsyMnt,3
wedi_hayelom11,92
zeki_hz,1
HamdiArarsa,1
GetachewKhasu,18
FekaduSaba,2
TadesseAregaw,2
hbshy_mstfy,1
dirarom,1
fitsa_gebre,14
Henok_kiross,1
BelayLetie,1
HuluAgerishLem,1
JamaalAbdiisaa,1
AkubayeZayd,1
RevolutionDemo,1
Sol49358206,5
mahiTeddy1,1
NatsinetTsibah,1
KuneSelam,9
Teame23965073,1
SelamSe48739622,1
Chrqos_,1
AndomGebreslas1,1
TsegeZegeye,1
DebesuSebhatu,29
TsMewael,4
GualTig92181378,5
mearigassed,1
Abrahal32634673,11
samrawittesfa16,7
Saba94299590,2
PlazaGood1,1
Abraha_M_A,2
mahi_kebede,1
Mesigal7,1
TigrayAday5,97
Aman07445051,11
gpuXTqjrs4eJ4oX,1
rimkuflom,9
Sofieweyenti1,5
Saba79093681,2
freet1gray,1
Asgedom09432283,1
Matiadwa1,1
zemichaelgebre4,1
AnescoSami,8
NCI4jdGDigI16x2,3
Ali37839382,3
FileFilmon,2
Abrehet90513787,24
y2c27kIIlQoy7xp,2
WediRayaa,4
Rigat15039445,18
HappyTigray,66
Vcd75173772,2
AbadiTsehay,7
stoicvirgo1,1
seblework11,4
BelayneshBelay4,2
mebrhit_22,1
Azirayaaaa,1
eyosiabel,8
Shmendi77,102
TsigeKasa,1
wediRedda11,1
GerimaWedi,1
Rose923099981,20
Sabawiyantk,3
Sara_Gerie,53
Germay46948869,2
gel_tegriy,1
Teklit72986572,61
SZemkial,6
Bisrat86256656,4
MAhferom,1
tigray79224115,1
Dimples255,2
Aaron33304509,1
AM39967171,1
HeraneTigray,2
hayelom_amare2,18
GualSmuye_D14,2
entsge,6
tamyetamye,1
Arow_tigray,152
awetashgaym,2
fana39010512,19
abraha_gal,18
itsgualjeganu,1
mairemccotter18,3
samra_b7,1
fethiaam,16
Mebrahtualemay1,3
hadashaileslase,2
_TIGRAWEYTI,1
RgbeyK,1
tseguu,1
Eva_Yordi,9
TigistWoldemic4,1
meles_mahlet,7
hailekabun,3
AtsbehaMuoz,2
9bl7U,13
SabaTeklay,2
RahelGe94581157,2
Shewittigray1,6
HellaKibrom,1
Heldana7,1
destaha33703482,34
kahsay_shewit,2
weldiegb,24
EPHREM38,2
Bassam901020,1
Thomas_Rayan_YG,5
tesgikensheha,4
Ru3Sxa,1
beti88621255,69
MirafTesma,1
abdooalves,1
AmlesetTigrawy1,120
SDebritse,2
yifter9,1
NahomiSamuel,1
Medi2729,1
OxElSWr01t0e4Sm,7
Alayit_Kulina,3
Guraya13062993,4
Tigray65117852,23
tigrayutd,53
A_Romha,3
hy5z2b,1
WorkneshL,1
arondesta1,6
ConfusedAfrica2,1
Tigray1917,3
Nax71745301,8
wXtbKtdbopVglEF,5
YesephTsehay,1
Mebre21242324,2
3riuBy3ZW4Rg9Qy,7
MGalRaya,3
Mussie07297512,1
daniel66714756,1
negusse_sara,1
eden_kiros,18
BerhaneKoki,1
MaylihamMk,13
Wedisubagades,3
MediMed95898223,4
Joshi80066761,35
tigraya38972184,206
WHintalo,1
tvesayas,13
FreedomTDF,4
TKidaGe,1
Mellayfre,3
AsgedomKibra,1
TigrayHub,1
biedetsion,3
Merhawittigraw1,2
abaley_goal,1
abe_fili,2
Sennay29,9
DrJ15817521,1
Senayit86567243,6
Kaliayou1,2
MOA88,1
Alech12772806,1
Tibebe79515540,1
Danield63050561,1
Berhane07656891,12
HasenKedrTDF,4
QIGFqLKbZeTmTXJ,1
Aster24966395,1
Solomonlemma23,3
Abdulke96592591,2
arayaeyob,1
Denait17,2
elsa35360263,5
aydesta5,1
FthawitHaftay,18
GaliWeynt,6
YoditaYo,2
senait10700902,4
Kebedom8,4
selamberhane,5
Yirgale2121,2
haki_ti,2
Betelhe70838631,1
HeyabMizer,14
MamenCJ,1
Hallelujaht28,2
Add_Lon,1
RayaMelek,6
meb_mez,3
GetachewSuzi,2
TesfayGal,1
GermayHagos,1
keshi_geni,1
EzuHaile,3
TMesigna,2
mahleth27,2
Emanuel52629642,1
FesahaTekle,1
Snegash2,1
m37d33,1
dawitjigna,1
meley_meley5,4
MadisaNaomi,13
Musie56741410,1
tigrawayeye,8
MelesMerhawi,19
j9qOULXKv6ZWRRv,2
hsh_vsh,1
oromia002,1
amani76501043,1
Robi06998092,1
Jesusis03230219,8
selam_tgray,1
FreeTig76594479,1
alulagebru,1
alemtsahay_h,2
TTigrawetiy,11
Bontuu95035510,1
f_worqi,3
TigrayRise01,1
zaydtigraywityy,18
Semienawit,2
Alue41684923,1
sellemel,1
q9lQdl6z8bAdTNP,3
Muchaiian1,1
NetsiTig,1
Frehiwo03454484,1
AZEBHAILU11,2
atm2112,1
DagasMole,4
yordayorda10,1
hvvh0l9YDvB2Q50,1
Nebyu05998458,1
Efrem68657730,21
19Wubet,10
Bethell__,2
nomorepfdj,1
bayru_king,43
HgLife3,148
habtu388588681,2
AlemHailu20,1
wedibaba31,15
Tes7032,2
Rosie54945879,1
Simon__Abay,1
Mekonne29446095,1
Mearg62418636,2
ForeverSeeyou1,48
MebrahtuAtaklti,8
HBerhe01,2
SelemonYohans,4
kudusyared12l,87
TegaruZufan,1
AwetKidu,22
SmwrSmyrh,2
insektsmamman,1
Muluget09890503,206
FissehaGebresl3,21
GalMni,3
s0504781761,3
Selam21362380,18
Sami_Rasta11,79
selamaw90445400,31
Terhas80822594,133
Bs96941558Bs,151
thecagedbird4,1
getachewberhe7,2
Kidanbg,34
DynastyAxum,57
HelenHe22465073,11
OCOTxfaEKYbvkGp,1
AmbayeAregash,3
Mabarat2,27
Jano_1221,79
FisshaGebreger4,3
BirhanSantini,2
MeleseArega83,36
BodeSakra,1
Josef25237652,38
Hiyab14848283,2
Sol65577046,11
MuluRayaa,1
TuningListening,1
FrehiwetGebret4,35
TigistGebresel2,18
Verbfish,2
21Gual,1
EzraYohans,1
heven15,1
RihanAwad,1
Vr2axscncMqCvro,2
TerhasKahsay7,10
eedeen_,1
Azmera98671424,3
tit89304862,1
ateklebirhan1,11
GhebremariamTi1,2
fisher_fisherg,2
Zufan45489403,81
AbbeyGuangul,22
DHaileeyesus,11
fereja12,3
GurjaAman,56
HadushGebrehiw9,2
Elmi4Yassin,1
nigestie_hailu,9
Addis4Selam,6
Wezef3,111
NetsiWkro,12
Geli25656846,13
Mekdess8,3
Axsumawit12,2
ZufanLegese,5
ZfJBssA4kpbH9xG,1
TigrayisFree,8
AluteDanait,7
AlmazLemlem,2
617_kb,1
ZDJm0s748POBVt8,5
NegashZgbey,1
AuxmGual,1
Masho09960742,3
Nasser50527856,2
Tigraweyeti,7
AregayHilina,1
Tgie16,3
TgraweytieE,4
Tsegazeab123,3
Tahgas18,2
GebruGebrish,5
Fre47433941,7
Yonas37116678,2
MilkiasMisgna,1
f53G9oJMETfSwfb,2
abraha36,1
aregawim,1
TeameTigray,1
kibromgbs1,1
Niguse34641830,1
AregawiKibreab,5
Hiyab2022,3
mahi_tigray,2
Zemicha14633720,7
Mikihailu5,7
AzebAregawi,1
gual_lalo,1
walkaonline,7
se_selamta,2
HelenaTesfa,31
Tsehaye3Gf,1
qezeba1,1
Raheltegaru12,1
WZewengel,1
EyobaHadish,5
lisa_parisio,1
nurberhanelive1,13
Mulugebru10,1
nardi_tesfay,41
AngosomKidane2,1
Rahel56870779,4
Skrill_Dilly,2
Koratu1,1
dawel_m,4
Nahom_Teq,2
Mulushikor,37
lulu_lulaadal,2
